ticker,total_investment,quantity,total_value,total_pnl
NQP,125800,11042.781189866277,139359.8973523664,13559.897352366388
NCZ,125800,45685.313640173816,139340.20442408463,13540.20442408463
MOFG,125800,4942.577754442037,139331.26953734233,13531.269537342334
Z,125800,2440.8154260848723,139297.3356217859,13497.335621785896
KELYA,125800,6648.881333107445,139294.06900129488,13494.069001294876
TDY,125800,324.9597977645233,139206.27975308424,13406.279753084236
ERC,125800,14968.172496552303,139204.00707288875,13404.007072888751
GBCI,125800,3214.8086374649715,139169.06885910383,13369.068859103834
ATCO-PD,125800,5505.876387221899,139133.49882548756,13333.498825487564
DECAU,61200,6464.3102586349805,74533.49555590426,13333.495555904257
SBT,125800,24238.14629110046,139126.95416324522,13326.954163245216
SBT,125800,24238.14629110046,139126.95416324522,13326.954163245216
SBT,125800,24238.14629110046,139126.95416324522,13326.954163245216
SBT,125800,24238.14629110046,139126.95416324522,13326.954163245216
SBT,125800,24238.14629110046,139126.95416324522,13326.954163245216
SBT,125800,24238.14629110046,139126.95416324522,13326.954163245216
SBT,125800,24238.14629110046,139126.95416324522,13326.954163245216
SBT,125800,24238.14629110046,139126.95416324522,13326.954163245216
SBT,125800,24238.14629110046,139126.95416324522,13326.954163245216
SBT,125800,24238.14629110046,139126.95416324522,13326.954163245216
SBT,125800,24238.14629110046,139126.95416324522,13326.954163245216
FMN,125800,11228.312144578413,139118.7913262616,13318.791326261591
COHN,125800,15474.181572386562,139112.8887939961,13312.888793996099
VBTX,125800,5672.979595562577,139101.46228007835,13301.462280078355
DBD,27400,956.2300951476077,40668.46477935469,13268.46477935469
NPCT,85100,8377.451641307365,98351.28035150196,13251.280351501962
DECA,57100,6110.365029019531,70330.30288256636,13230.302882566364
CNP,125800,5016.740913964578,139013.88613299496,13213.886132994958
BML-PG,125800,6142.811204515392,139011.812402931,13211.812402931013
EQH-PC,92800,5352.273467628542,105975.01057558453,13175.010575584529
AOD,125800,15631.376050763627,138962.9384578957,13162.93845789571
CFR-PB,96300,5172.249193860171,109444.79215285862,13144.792152858616
MMI,125800,3571.421887128291,138928.31685884783,13128.31685884783
EFC-PB,69100,3757.8504748898267,82221.76523687578,13121.765236875784
MCN,125800,19055.012608602738,138911.04118982292,13111.041189822921
MQY,125800,10475.17761147174,138900.85752569314,13100.857525693136
BML-PL,125800,5808.586478625895,138883.3018176252,13083.301817625208
NMI,125800,13534.13568416904,138860.23521729218,13060.235217292182
CTO-PA,80700,4190.98017566901,93752.2300469263,13052.2300469263
CCNE,125800,5786.880916114331,138827.27185307088,13027.27185307088
BRKHU,69200,6615.08236400866,82225.47580339057,13025.475803390567
HEAR,125800,9885.718516775936,138795.4875984239,12995.487598423904
NLY-PF,125800,5410.592653732363,138781.69950425782,12981.69950425782
PBBK,79700,6013.198022424383,92603.2472514825,12903.247251482506
SONY,125800,1484.110200822462,138690.09373771417,12890.093737714167
JMM,125800,22185.537523193438,138659.609519959,12859.60951995899
MFIC,125800,10121.043904498394,138658.29956119208,12858.299561192078
T-PC,115200,5991.822334518076,128045.2483171887,12845.2483171887
IFS,125800,5624.449377393042,138642.6750071813,12842.6750071813
IVZ,125800,8683.26634634421,138584.9312188939,12784.931218893907
ISSC,125800,20375.60774403196,138554.13654575608,12754.136545756075
IGA,125800,14739.17031949596,138548.19538071475,12748.195380714751
DBRG-PH,125800,5765.565520069678,138546.54340617402,12746.543406174023
MDV,65000,4857.352260686917,77717.63617099068,12717.636170990678
COF-PJ,116500,6373.312393172352,129187.04512707447,12687.045127074467
HGTY,82800,8528.34620838593,95432.19049320207,12632.19049320207
KEYS,125800,930.1295418340867,138431.18141428518,12631.18141428518
CCNEP,102200,4843.75259105742,114796.94010355082,12596.94010355082
SND,125800,67182.97862496736,138396.9321231919,12596.932123191888
FHN-PB,102100,4639.149846800417,114679.78102745491,12579.781027454912
CAC,125800,3642.402339164597,138374.87097851443,12574.870978514431
RITM-PA,125800,5419.523526022194,138360.4393406381,12560.439340638113
FHN-PF,85000,4838.353370965431,97492.8185792681,12492.818579268103
SBFG,125800,8068.106360809719,138287.33809989726,12487.338099897257
CWEN,125800,4809.122315115192,138262.26655956177,12462.266559561773
NEM,125800,2588.613183379579,138257.82972931227,12457.829729312274
JMSB,125800,7356.536186050967,138229.32167100772,12429.321671007725
IIPR-PA,125800,5277.9900769084325,138224.2308106408,12424.230810640787
AGM-PE,109000,5015.309674081189,121420.64261785244,12420.642617852442
BAM,44800,1271.1096348302463,57199.933567361084,12399.933567361084
INFA,72400,3312.3912696512252,84797.21776664836,12397.217766648362
TFC,125800,3301.3527467214744,138194.62799274674,12394.62799274674
PNFPP,108200,4978.874235246259,120588.33055894276,12388.330558942762
RXO,47200,2305.203326914184,59543.40175832032,12343.401758320317
TFC-PO,108700,4994.700251651617,121021.58481112635,12321.584811126348
STT-PG,125800,5526.392445589255,138104.54595038464,12304.545950384636
JBHT,125800,810.9734241533671,138100.658954309,12300.658954309009
MARPS,125800,35589.23557535409,138086.23810523865,12286.238105238648
JKHY,125800,784.5999196542889,138073.89050858925,12273.890508589247
DPZ,125800,332.6223013967453,138071.5193399544,12271.519339954393
WFC-PC,91500,5087.496769175754,103734.05601833202,12234.05601833202
IDE,125800,12828.013608351961,138029.4293619664,12229.42936196641
USEA,55200,26532.575688739777,67392.7412372616,12192.741237261595
FFIN,125800,3797.2320706550695,137991.41402701684,12191.414027016843
FFC,125800,8475.381137035376,137979.2107305183,12179.210730518302
ASIX,125800,5055.688337580382,137969.73936118954,12169.739361189539
WFC-PA,97900,5126.986077939205,110025.11653867939,12125.116538679387
MSM,125800,1743.790936614002,137916.41879084829,12116.418790848285
REYN,116300,4029.166918842965,128409.55308493675,12109.55308493675
SMPL,125800,4093.476625205302,137909.22188163194,12109.221881631936
SCE-PH,125800,5501.846751212188,137821.25692028936,12021.256920289365
SAMG,125800,8573.823946933475,137781.34821069753,11981.348210697528
EXPI,125800,10326.155268693241,137750.9128600141,11950.912860014098
MYI,125800,11510.790528797634,137669.05516352152,11869.055163521523
FINS,125800,10505.604215883297,137623.41923564117,11823.419235641166
TREE,125800,2484.3961251757637,137585.86006585514,11785.860065855144
ACEL,125800,11963.721068726478,137582.7922903545,11782.792290354497
PTEN,125800,17327.472038570097,137580.12897773247,11780.128977732471
TFPM,51300,3797.303607760969,63073.21524259989,11773.215242599887
CIM-PA,125800,5904.301125435878,137570.2117180317,11770.2117180317
NXP,125800,9104.423904685129,137567.84207403642,11767.842074036424
VNO-PM,125800,7602.401554622222,137527.44528315042,11727.445283150417
HXL,125800,2254.2521707009323,137509.38241275688,11709.38241275688
FUND,125800,17857.66137327085,137503.98916810696,11703.989168106957
HON,125800,672.4386397971527,137493.52950017177,11693.529500171775
FRT-PC,125800,6069.760718010231,137480.0779475018,11680.077947501792
BTO,125800,4241.753180703954,137475.21993937498,11675.219939374976
AAT,125800,5161.792843379227,137458.53908723986,11658.539087239857
VNT,99900,3430.0847864031794,111546.3588239996,11646.358823999602
WHLM,125800,28632.876891230815,137437.81453919577,11637.814539195766
GDO,125800,10695.105933871784,137432.11533011156,11632.115330111556
EBR,125800,18272.90151891413,137412.2190737063,11612.219073706307
BUD,125800,2113.9564751639227,137407.17088565498,11607.170885654981
THFF,125800,3181.7153124045963,137386.46816061292,11586.468160612916
NWE,125800,2482.3077586685563,137370.91174348802,11570.911743488017
NBB,125800,8032.302860109093,137352.38197194587,11552.38197194587
VFL,125800,12046.386083968515,137328.79676190947,11528.79676190947
BHFAM,71300,4702.113927005579,82804.22912451084,11504.229124510835
FTAIP,125800,5441.794737041835,137296.47872450956,11496.478724509565
NATR,125800,10244.582379675832,137277.3999796581,11477.399979658105
GAIA,125800,26916.191597996836,137272.5745828558,11472.5745828558
EVN,125800,12343.41572562869,137258.7814563992,11458.781456399214
JJSF,125800,832.5999565322179,137254.10791612297,11454.107916122972
MDV-PA,75200,3568.8560151146876,86651.82649752357,11451.826497523565
IGD,125800,24685.02859013057,137248.7575486373,11448.75754863731
FSK,125800,7038.17048122418,137244.3243838715,11444.324383871513
FRAF,125800,4275.234209558812,137235.01160334816,11435.01160334816
LFUS,125800,553.9900191817222,137228.87137091983,11428.871370919835
CNOBP,77600,4242.037998662507,88955.53391917642,11355.533919176421
CIFR,98100,35072.57252553651,109426.42226593652,11326.422265936519
BWMN,84400,4161.715832924343,95719.46415725989,11319.464157259892
ZG,125800,2470.738574880726,137076.5750033683,11276.575003368314
JRS,125800,15230.332428277407,137072.99185449665,11272.99185449665
COF-PN,78900,4805.378481953667,90100.84653663126,11200.84653663126
NCV-PA,125800,6050.979020206669,136994.16132425447,11194.16132425447
DBRG-PI,125800,5761.739800808472,136955.40378984672,11155.403789846721
CIK,125800,44455.26139679062,136922.20171044784,11122.201710447844
TRC,125800,7657.2149414361065,136910.99672668707,11110.996726687066
SCE-PJ,125800,5801.7526573037485,136863.34607107262,11063.346071072621
SMAR,125800,2705.22440835388,136857.30323140728,11057.303231407277
UCTT,125800,4018.460306164934,136788.39250086463,10988.392500864633
AL-PA,125800,5420.716637224843,136764.67827577563,10964.67827577563
MIR,102300,11533.851294876358,113262.41619583376,10962.416195833765
KMB,125800,964.6541317446231,136759.02037888233,10959.020378882327
SEMR,87500,7278.510169188361,98405.46081926418,10905.460819264175
CPRI,125800,3544.7718732070716,136650.9530076863,10850.953007686301
MBINN,88000,4569.622982175845,98840.9412694833,10840.9412694833
FBRT,73000,6260.177582655488,83823.7799810184,10823.779981018393
BFZ,125800,11216.515919547359,136617.16732309584,10817.16732309584
SBUX,125800,1377.347956625285,136536.49915726535,10736.499157265353
RVLV,125800,5637.331803688043,136536.17241447585,10736.172414475848
CUK,125800,8888.739877784148,136531.04147105786,10731.041471057863
GLBE,84100,2525.915961273823,94797.62294321308,10697.622943213079
IMXI,125800,7487.151242406921,136490.7637217323,10690.763721732306
SPXX,125800,8368.07500218018,136483.29881652453,10683.298816524533
MYD,125800,11625.40943763381,136482.30413697587,10682.304136975872
MS-PO,73000,4083.3242226610446,83667.31238772607,10667.312387726066
LBRDP,93700,4294.932369900363,104366.85331180546,10666.853311805462
BSY,100000,2258.445965416995,110663.85230543275,10663.852305432752
PSTL,125800,9345.967317188506,136451.1263961558,10651.1263961558
TTWO,125800,886.9350878472028,136428.36170876335,10628.361708763347
TGI,125800,10050.663571705081,136387.50160081885,10587.501600818854
POOL,125800,389.6423054294288,136370.90667214515,10570.906672145153
PRIF-PH,84400,3921.5046765440266,94900.41616423607,10500.41616423607
TAP,125800,2497.690400949087,136298.96441755706,10498.964417557057
CXH,125800,16459.559886351002,136285.15146380963,10485.151463809627
TECTP,125800,13257.253376871957,136284.56117417515,10484.561174175149
LRFC,125800,6201.692247505322,136251.17441932778,10451.174419327785
ECCC,81900,4042.630451653922,92333.68013263204,10433.680132632042
HIFS,125800,564.9154743743693,136133.32860115622,10333.328601156216
CLRO,125800,230683.35502863073,136103.17341698037,10303.173416980368
HST,125800,7883.438155778507,136068.14437311282,10268.144373112824
HUDAU,48100,4353.431927025389,58335.98616143773,10235.98616143773
HBANP,91000,5081.2388028286305,101218.27734001407,10218.277340014072
CRT,125800,14561.97369048045,136008.83649106824,10208.836491068243
SWKH,125800,7901.7686193999725,135993.39449104,10193.394491040002
MUI,125800,10860.160393209,135969.21309436357,10169.213094363571
EVF,125800,21788.56337277114,135960.6304590855,10160.630459085514
SVM,125800,35406.01394305277,135959.0905024001,10159.090502400097
GL,125800,1320.0017451976307,135946.97691807605,10146.976918076049
VZIO,87300,8778.528694797165,97441.67186099148,10141.671860991482
PSA-PS,67600,3916.0998478238757,77734.58347317747,10134.583473177467
FF,125800,24356.853380332694,135911.24000397598,10111.240003975981
SLQT,108600,46733.981167198166,118704.31038192344,10104.310381923438
NTRSO,122600,5915.454318659881,132683.64217279453,10083.642172794527
GRBK-PA,68600,3286.563892777522,78647.47495714581,10047.474957145809
AIHS,125800,98431.46439769294,135835.42039945847,10035.420399458468
RCG,125800,70337.55612938947,135751.47964037003,9951.479640370031
BIPC,112200,2909.8001529703333,122124.31597216702,9924.315972167024
ZION,125800,2956.5519449194903,135705.73878314486,9905.738783144858
SATS,125800,5957.665635866126,135656.0492558746,9856.04925587459
COMM,125800,25683.255911274387,135607.5966000903,9807.596600090299
MNDO,125800,70977.89023675793,135567.76798306496,9767.767983064958
NRK,125800,12033.387786473688,135495.9492299176,9695.949229917605
PSA-PJ,122100,5880.414193016772,131780.08116822585,9680.08116822585
CSR,125800,1828.7468962403946,135436.9906708495,9636.990670849511
HOPE,125800,11064.344509001869,135427.5742577554,9627.57425775539
RMT,125800,14569.914957268284,135354.5093972242,9554.509397224203
PHI,125800,5085.428765127216,135323.2625439346,9523.262543934601
BHFAN,96500,5298.346164744147,106019.90796922559,9519.907969225591
ESCA,125800,9330.091208863632,135286.32252852267,9486.322528522665
CCL,125800,7952.766734409285,135276.5639725458,9476.563972545788
VAL,84800,1707.152689390031,94268.97359204413,9468.97359204413
ROCLU,70000,6725.53970543127,79428.62674329207,9428.626743292072
ZWS,125800,4104.850452627341,135213.76827239036,9413.768272390356
BOCNU,69800,6639.470913849336,79208.8900284283,9408.8900284283
C,125800,2342.621565454881,135192.68839766708,9392.68839766708
BCOW,125800,15057.709416365411,135156.4893780823,9356.489378082304
GRVY,125800,2094.6161428537266,135144.62650543515,9344.626505435153
KEY,125800,8317.268988567641,135072.4464706667,9272.446470666706
TD,125800,2178.4508190542037,135063.95078136062,9263.950781360618
PFTAU,79300,7754.696143822975,88558.63055409474,9258.630554094736
NVAC,66400,6308.05527613979,75633.58131711681,9233.581317116812
AGNCL,50600,2457.976808931302,59827.15590444539,9227.15590444539
CAKE,125800,3634.475448099087,135020.7684426505,9220.7684426505
MVF,125800,17789.106229198347,135019.31899401764,9219.318994017638
SNV-PE,125800,5325.980985088109,135013.62000368407,9213.620003684075
VGM,125800,12629.281382242118,135007.01267671087,9207.012676710874
MEOH,125800,3571.5238597238813,135003.59917270625,9203.59917270625
IPI,125800,5661.949423641276,134980.87512355292,9180.87512355292
PBFS,125800,12105.173921764865,134972.68460992086,9172.684609920863
MVT,125800,11274.617684914907,134957.17669907917,9157.176699079166
IMOS,125800,5939.773543272095,134951.65082462318,9151.650824623182
RLTY,64200,4423.04928669551,73334.15683595967,9134.156835959671
PEBK,125800,5181.191141498673,134918.2220681476,9118.222068147588
BIP,125800,4025.838515355913,134905.84189234037,9105.841892340366
BXMX,125800,10074.85469812774,134902.3078668573,9102.3078668573
HAIAU,69300,6587.468832517734,78390.8765940411,9090.876594041096
EQX,125800,21309.11415054796,134886.6909472122,9086.690947212192
NVEE,125800,1485.3974821221018,134874.09590976022,9074.095909760217
NEOV,108700,34629.74240428684,117741.12747712484,9041.127477124843
TDS-PV,77800,4522.60509280035,86834.02123224057,9034.021232240571
MIN,125800,49014.228494957766,134789.12836113386,8989.128361133859
ANSS,125800,422.18556947508534,134732.08284803695,8932.082848036953
MT,125800,5965.7244949551605,134706.05864093886,8906.058640938863
CFR,125800,1265.9765891208626,134699.91101418674,8899.911014186742
MPA,125800,10740.562169556228,134686.64919651515,8886.64919651515
BSTZ,125800,7148.106612393591,134598.84696601407,8798.846966014069
AVA,125800,3542.7942283201965,134519.90117401784,8719.90117401784
PHX,125800,40272.04839308467,134508.63817632516,8708.638176325156
GRX,125800,12180.531860869592,134473.07127934988,8673.071279349882
VTS,42200,2067.599951540229,50862.95959661643,8662.959596616427
SYY,125800,1750.6075005502878,134446.6613846922,8646.661384692212
IZEA,125800,48864.30866055134,134376.84881651617,8576.848816516169
KACL,66500,6151.251502138588,75045.26715283266,8545.267152832661
CGO,125800,11470.843717486372,134323.58036934337,8523.58036934337
DSX,125800,56200.317895674685,134318.76566631047,8518.765666310472
DHY,125800,62466.58629755929,134303.16649703038,8503.166497030383
FIAC,68400,6537.365704305702,76879.42217891933,8479.422178919325
CBSH,125800,2200.0628035682057,134269.83021614407,8469.830216144066
OZKAP,72200,4566.1923799848755,80616.12960398846,8416.129603988462
BAC-PO,97500,5131.2840697029715,105909.70006678208,8409.700066782083
BWBBP,77300,4304.728805694289,85707.1498645238,8407.149864523803
CUBI-PE,125800,5323.18097019555,134197.3873851121,8397.387385112088
WEC,125800,1409.0373613022798,134196.7152804006,8396.71528040059
IXAQU,73800,7146.301254516408,82182.46442693869,8382.464426938692
AGBA,125800,58841.30505787194,134158.1738484848,8358.173848484788
MBINO,125800,5378.927536232821,134150.45562630377,8350.455626303767
GBTG,52100,8395.512835841388,60447.690816741,8347.690816741
CAG,125800,4228.80408463953,134137.66266107655,8337.662661076552
RF-PE,85000,4875.825706310059,93323.30104280669,8323.301042806692
IGR,125800,20528.768091613296,134052.85994534177,8252.85994534177
PCM,125800,16882.17473019296,134044.4683237379,8244.468323737907
CASS,125800,3240.1080151296305,134043.26512510408,8243.26512510408
SMTC,125800,3255.6658553035077,134035.7573015432,8235.757301543199
JQC,125800,23029.6914743381,134032.8083339563,8232.808333956287
NYAX,49800,2320.027127359231,58000.67818398078,8200.67818398078
SGC,125800,9126.126519019117,133971.54008427344,8171.540084273438
AGM-PG,83400,4362.620278184352,91571.398640565,8171.398640565007
ISD,125800,9718.470002105138,133920.51403389734,8120.514033897343
EFSCP,71300,3868.291685227157,79416.03095385864,8116.030953858644
QLYS,125800,1071.3489157822146,133907.8986949708,8107.8986949707905
QOMOU,49100,4574.869333409097,57185.86666761371,8085.866667613707
EOD,125800,27823.073271479687,133828.98084376828,8028.9808437682805
BML-PJ,125800,5718.894159520492,133822.12115119453,8022.121151194529
IMPP,69700,19092.501735296995,77706.48534010391,8006.4853401039145
CTRA,125800,5822.416856695939,133799.13670158177,7999.136701581767
APA,125800,5595.7796985718005,133795.09173900352,7995.091739003517
DLHC,125800,13077.813351810764,133786.02460247625,7986.0246024762455
HZO,125800,4272.7734737646515,133780.53518166402,7980.535181664018
BAC-PP,91100,5033.578870491922,99060.8337074074,7960.833707407393
M,125800,9037.645942746763,133757.16167644627,7957.161676446267
SFNC,125800,6518.149239044957,133752.42536897445,7952.425368974451
JWN,125800,5865.310106275422,133729.06594820315,7929.065948203148
CCK,125800,1475.2130024860721,133698.5503635192,7898.5503635192
SASR,125800,4198.131429139214,133668.50534437658,7868.505344376579
STRS,125800,5313.744632330737,133640.6754760853,7840.675476085307
MUJ,125800,10998.592036625567,133632.88904937074,7832.889049370744
ECPG,125800,2876.0816352566276,133622.75014089153,7822.750140891527
OXLCN,56800,2651.247284027695,64584.38545710757,7784.385457107572
ERII,125800,8541.024065281183,133581.6193133256,7781.619313325587
MXF,125800,8947.778628659325,133500.85782225846,7700.857822258462
RFI,125800,10068.501444450718,133407.644138972,7607.644138972013
AB,125800,3896.6466385232816,133382.21265290867,7582.212652908667
HASI,125800,3830.2629565634593,133369.75497863616,7569.754978636163
FT,125800,18119.376760436473,133358.61537601025,7558.615376010246
MHI,125800,13861.020341085938,133343.01409497883,7543.014094978833
SNCR,125800,9732.994687684339,133342.02536485402,7542.025364854024
WY,125800,4204.622222865071,133286.52767269494,7486.527672694938
BFH,125800,2788.2511052888444,133278.40070554,7478.40070554
UBCP,125800,11106.52147057735,133278.2576469282,7478.257646928192
HCP,69400,2274.1867623215844,76867.51083140275,7467.510831402746
SF-PD,79500,4263.2019897996215,86926.68596996229,7426.685969962287
NKX,125800,9577.117935323748,133217.7090190011,7417.709019001108
KLIC,125800,3348.0100021107496,133183.83379703935,7383.833797039348
ADRT,65200,5815.293681926576,72574.86248841348,7374.862488413477
CENTA,125800,4108.530047307948,133157.45820633866,7357.458206338662
DBX,125800,5467.792485588818,133140.74910988502,7340.749109885015
BOSC,125800,48232.19868354661,133120.86790661054,7320.86790661054
BHP,125800,2521.986388699049,133110.43851693912,7310.438516939117
EQH-PA,121000,5440.780319720412,128239.19047541573,7239.190475415729
MAG,125800,9564.258527249396,132943.18988029152,7143.189880291524
AHL-PC,125800,5096.849243338638,132925.82787741296,7125.827877412958
LGIH,125800,1212.4654024865781,132922.57874446787,7122.578744467872
OCCIN,69700,3278.2019369227937,76808.2723825289,7108.2723825288995
EOT,125800,7346.821801493848,132904.00751005975,7104.007510059746
NYMTZ,70800,3828.017095883561,77900.1493615031,7100.149361503107
VVI,125800,4019.6575427167986,132889.88388237695,7089.883882376947
UMH-PD,125800,5541.674443471895,132889.3506176788,7089.350617678807
NFJ,125800,10413.785514067338,132879.90554302558,7079.905543025583
OCFC,125800,7575.68722245477,132877.56081760547,7077.560817605467
WINV,74300,7045.38527157593,81374.20123050259,7074.2012305025855
KELYB,125800,6593.391229379586,132856.8307568195,7056.830756819487
TETE,63300,5821.324860305205,70321.60386835504,7021.603868355043
WBS,125800,3014.005855821219,132797.10214659007,6997.10214659007
ETX,125800,7018.770868838092,132795.14537390642,6995.145373906416
DRD,125800,15980.0570151584,132794.28050146508,6994.28050146508
TETEU,66800,6141.586374074041,73760.4537583268,6960.453758326796
HHGC,71300,6716.821357644113,78250.96625428992,6950.966254289917
LANDO,98200,4774.899929514308,105095.54854149777,6895.548541497774
ROK,125800,511.3575842776313,132687.071586302,6887.071586301987
KF,125800,5591.3358166948165,132682.39637065757,6882.396370657574
WAL-PA,75300,3959.989396800108,82169.77998360225,6869.779983602246
IXAQ,70100,6708.354368782902,76877.74132215547,6777.741322155474
PHD,125800,13337.795308562501,132577.6797703496,6777.679770349612
MITA,77300,7559.948208009739,84066.62320790088,6766.623207900877
NXC,125800,9509.003052277709,132555.49855861478,6755.498558614781
UVV,125800,2578.799518843487,132550.299203491,6750.299203491013
MHD,125800,10265.545152292952,132528.18634970413,6728.186349704134
RITM-PD,75400,3459.267770659182,82123.01608368542,6723.016083685419
RSVR,92900,12919.327459739474,99608.01520742457,6708.015207424571
LVO,125800,86588.43563716157,132480.3040475422,6680.304047542188
NPV,125800,10809.253485232304,132413.35519409573,6613.355194095726
WEL,66800,6266.650706060672,73382.48000702422,6582.48000702422
RNR-PG,80200,4670.431192581413,86776.61120183702,6576.611201837019
GAMB,79100,8391.372170742756,85675.91018338899,6575.910183388987
HUDA,43000,3945.115725960999,49550.65517350659,6550.655173506588
GGT-PG,119200,5279.88087315717,125713.96077011162,6513.960770111618
BWB,125800,9757.243080139888,132308.22026099902,6508.22026099902
VLYPO,125800,5334.956177309585,132306.90912702915,6506.909127029154
LOVE,125800,5110.135503768119,132301.4050735774,6501.405073577393
GTAC,68300,6479.512768976804,74773.57710681853,6473.577106818528
FNVT,69400,6585.933798265263,75869.96037081708,6469.960370817076
WLYB,125800,2985.6366901857573,132263.70309736903,6463.703097369027
AIMAU,60000,5698.925217288992,66449.46716400266,6449.4671640026645
RH,125800,434.5400088656487,132243.55506319506,6443.555063195061
GMRE-PA,125800,5159.694963513792,132242.97758467015,6442.977584670152
MITAU,81200,7923.29739890885,87631.67255667978,6431.672556679783
NMS,125800,9808.339487736794,132216.4118047905,6416.411804790492
EVGRU,65200,6136.440527285277,71612.26142159244,6412.2614215924405
ACAB,63300,6061.166431239744,69703.41395925706,6403.413959257057
HOG,125800,3669.8942722146403,132189.5933651156,6389.593365115608
CHSCP,125800,4363.854252465735,132181.149302415,6381.149302414997
APXIU,69600,6540.9633644384785,75940.58241546918,6340.58241546918
EFT,125800,10121.53209551252,132085.99577696744,6285.9957769674365
IFN,125800,7260.0609957433035,132060.51338986156,6260.51338986156
VSAC,68400,6445.003326551106,74633.78340533195,6233.783405331953
CXE,125800,33595.028986887475,132028.46616117793,6228.46616117793
ENX,125800,13157.476897701508,131969.48977052074,6169.48977052074
SPR,125800,3926.3237561152923,131963.74383947282,6163.743839472823
TRUP,125800,2906.3855038155425,131949.90630801796,6149.906308017962
INN-PE,125800,6241.333233992106,131941.78075718562,6141.780757185625
MSBIP,51400,2269.4656294665856,57530.954572710376,6130.954572710376
RCFA,67900,6437.550558250534,73967.45444086024,6067.454440860238
MTTR,91000,21960.6879515495,97066.2424213163,6066.242421316303
AWK,125800,893.7731107651274,131858.3459401476,6058.345940147614
MCAA,68100,6330.278183681081,74127.55777238641,6027.557772386412
CODA,125800,18967.419146245018,131823.55944865476,6023.559448654763
LATGU,66300,6181.4496032320985,72322.95917879761,6022.95917879761
VCV,125800,11521.936952244887,131810.95389888436,6010.953898884356
APXI,66000,6191.660309642615,72009.0101097229,6009.010109722905
KSM,125800,12959.122004822806,131794.2717777505,5994.271777750488
PHYT,68800,6502.306832866532,74776.52857796512,5976.528577965117
BOCN,64400,6130.203600866623,70374.73453176432,5974.734531764319
POR,125800,2746.5531045353896,131752.1557772886,5952.155777288601
ACACU,56800,5229.307940754994,62751.69528905993,5951.695289059928
CPOP,80700,80065.54539301692,86630.92148966048,5930.921489660483
IGTA,66500,6402.795612334233,72415.62106222013,5915.621062220132
WRLD,125800,1131.871789015063,131704.60206063246,5904.60206063246
NXRT,125800,2883.5768833192196,131692.95098120178,5892.950981201779
SAR,125800,5693.104797295902,131681.50918361053,5881.5091836105275
MCAG,69800,6775.116491774711,75678.05173002389,5878.051730023886
GTLB,73300,1452.7475408246723,79174.74097494464,5874.740974944638
SBCF,125800,4957.317262210374,131666.34383681449,5866.343836814485
ROCL,67500,6525.387937201453,73345.35892060156,5845.35892060156
RRAC,68300,6475.02244657463,74139.00577826699,5839.00577826699
YELP,125800,3871.0071964663543,131614.24467985606,5814.244679856056
TLGYU,70000,6596.424809950609,75792.91955653069,5792.919556530687
DPCS,67800,6466.2263100570135,73585.65614844969,5785.656148449692
BC,125800,1711.928958721799,131578.860812236,5778.860812236002
DRH,125800,15425.288257675991,131577.70471897986,5777.704718979861
INFN,125800,20271.17853751164,131559.944068746,5759.944068746001
GLLI,68400,6544.910385018641,74153.83416292416,5753.834162924162
EBC,98400,6452.145832337637,104137.62979585218,5737.629795852175
WIW,125800,15118.951677445013,131534.87671006043,5734.876710060431
CLX,125800,797.4937553620687,131522.6686740577,5722.668674057699
BKH,125800,2199.019681388735,131501.3752693275,5701.375269327487
BAC-PS,66000,3180.2445612395404,71682.7153219401,5682.715321940093
CITEU,67400,6392.790195459145,73069.59388502277,5669.5938850227685
HYT,125800,13042.540986091954,131468.81214474,5668.81214473999
CCTS,67800,6415.670690697752,73459.42818479719,5659.428184797187
KEY-PL,52100,2368.088645817711,57757.68062612737,5657.680626127367
GWRS,125800,10088.668019419662,131455.34159907317,5655.341599073174
MIY,125800,10926.960046981609,131451.32644737564,5651.326447375643
HIX,125800,29538.239049515967,131445.15813637406,5645.158136374055
CSLMU,67000,6393.734218165791,72632.81852324895,5632.818523248949
MQT,125800,12034.713626129895,131419.07371551424,5619.0737155142415
PSEC-PA,79900,4444.377438462118,85509.82089877389,5609.820898773891
FBRT-PE,73000,3531.7052012634977,78580.44072811282,5580.440728112822
GLLIU,69600,6554.199875173927,75176.67431840512,5576.674318405116
CBU,125800,2303.724162109981,131312.27724026892,5512.277240268915
PSA-PM,102800,5387.512722887639,108289.00778521455,5489.007785214548
EFR,125800,10272.916991005506,131287.8764018856,5487.876401885587
TLGY,66300,6242.11553823425,71784.32868969388,5484.328689693881
SEDA,68200,6590.626643753476,73683.2078884635,5483.2078884634975
NIM,125800,14023.987966615161,131264.52255276372,5464.522552763723
BNIX,72300,6966.426623139706,77745.32005124677,5445.320051246774
MSGE,34500,1000.5760968190605,39922.98778983847,5422.987789838473
HLMN,95000,10120.503653814952,100395.39701797748,5395.397017977477
BOWL,85400,7609.321578055634,90779.20874838436,5379.208748384364
UTG,125800,4258.393507782635,131158.51679080876,5358.516790808761
IVCB,65300,6157.560998311359,70658.01480454595,5358.01480454595
MYN,125800,12155.41448403876,131156.92181908595,5356.921819085954
MCAGU,70200,6746.113246739553,75556.467076764,5356.4670767640055
BRKH,65900,6333.112163194115,71247.5118359338,5347.511835933794
GATE,70600,6920.5792382708605,75918.75609182537,5318.756091825373
